University,Year,Class,ID,IS1,IS2,IS3,IS4,IS5,IS6,IS7,IS8,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS16,IS17,IS18,IS19,IS20,IS21,IS22,IS23,IS24,IS25,GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,GC14,GC15,GC16,GC17,GC18,GC19,GC20,GC21,GC22,GC23,GC24,gender,age,japan_citizen,other_citizen,ethnicity,ethnicity_text,religion,religion_txt,undergrad_grad,class_year,class_year_txt,major,faculty,firstlang,firstlang_txt,secondlang,secondlang_txt,SecondLang_Proficiency,SecondLang_Frequency,SecondLang_Frequency_txt,International_Travel_Count,Travel_Purpose,Travel_Purpose_txt,Notes
K,3,1,1,2,1,2,4,2,3,2,3,4,2,2,3,3,1,2,4,2,1,5,3,3,3,1,2,4,4,3,4,3,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,3,1,4,1,21,1,,1,,1,,1,3,,学校教育学類数学専修,Education,1,,0,,,,,1,2,,
K,3,1,2,3,2,2,4,3,1,1,1,5,2,2,4,3,2,3,3,1,1,4,1,2,4,1,4,2,2,3,3,4,2,3,3,1,3,2,1,2,2,4,2,1,3,3,2,3,1,5,1,4,1,21,1,,1,,6,,1,3,,学校教育，理科,Education,1,,0,,,,,3,"2,5",高校の学校交流の研修,
K,3,1,3,2,1,2,1,2,2,4,1,1,2,2,4,3,4,4,4,1,1,5,2,4,2,1,5,1,3,1,3,5,4,4,5,2,5,3,3,2,2,3,1,1,4,3,3,2,3,5,1,2,1,20,1,,1,,6,,1,3,,学校教育　英語教育,Education,1,,1,英語,2,2,,1,1,,
K,3,1,4,2,1,3,5,3,2,4,2,5,2,4,3,3,1,4,4,4,1,4,2,4,3,1,5,1,4,2,5,5,4,2,2,2,2,2,1,3,3,1,1,1,5,5,2,4,2,5,2,5,2,21,1,,1,,1,,1,3,,学校教育学類　社会科専修,Education,1,,0,,,,,0,,,
K,3,1,5,2,1,3,4,4,2,3,2,3,1,3,4,3,3,3,4,1,1,2,1,3,3,1,4,5,3,2,4,4,4,2,2,3,4,3,1,3,3,5,2,1,5,3,2,2,3,5,3,2,2,21,1,,1,,1,,1,3,,学校教育　英語教育専修,Education,1,,1,英語,2,1,,3,1,,
K,3,1,6,1,2,3,5,3,2,3,1,5,5,4,3,2,4,5,3,2,1,2,2,1,2,5,5,5,4,2,5,5,5,5,3,2,4,5,4,5,5,5,5,1,5,5,4,5,5,5,3,5,1,22,1,,1,,5,神道,1,3,,学校教育学類　教育基礎専修（英語）,Education,1,,1,英語,2,1,,3,"1,2,4",,
K,3,1,7,2,1,3,4,4,2,3,4,4,2,2,4,3,3,4,3,3,1,4,2,4,3,1,4,5,4,3,3,4,2,3,2,3,4,4,1,3,3,1,1,1,4,4,4,4,4,4,2,3,2,20,1,,1,,0,,1,3,,学校教育学類　理科,Education,1,,1,英語,2,6,,0,,,
K,3,1,8,2,2,3,5,4,2,2,1,5,3,2,4,3,2,2,2,2,1,4,2,2,3,1,4,1,3,2,4,4,3,3,2,2,3,2,1,1,2,3,1,1,4,2,3,4,2,4,2,3,1,21,1,,1,,1,,1,3,,学校教育，家政,Education,1,,0,,,,,2,2,,
K,3,1,9,3,2,2,4,2,2,3,2,3,2,2,3,3,2,2,4,2,1,3,2,2,3,1,3,3,3,2,4,3,2,2,2,1,3,2,1,1,2,1,1,1,3,3,2,3,1,4,1,1,1,21,1,,1,,6,,1,3,,学校教育学類　数学教育専修,Education,1,,0,,,,,1,5,高校の修学旅行,
K,3,1,10,2,2,3,4,4,3,2,1,4,3,2,3,2,2,4,3,3,1,3,2,2,3,2,4,2,3,2,2,5,3,2,2,2,3,2,1,2,3,4,1,1,3,3,5,5,2,4,1,2,1,20,1,,1,,6,,1,3,,学校教育学類　音楽教育専修,Education,1,,1,英語,3,2,,1,5,高校の修学旅行,
K,3,1,11,2,1,2,5,5,2,1,1,4,2,2,3,2,3,3,2,4,1,4,1,1,2,3,3,3,3,4,3,4,4,2,4,2,5,3,1,1,2,1,1,1,3,3,3,4,3,4,1,3,1,21,1,,1,,0,なし,1,3,,学校教育　美術,Education,1,,1,英語，韓国語,2,3,,0,,,
K,3,1,12,2,1,2,5,4,2,3,2,4,3,1,3,4,4,2,2,2,1,5,2,3,3,3,5,4,3,2,5,5,3,2,2,1,3,3,3,1,2,4,4,1,3,3,3,3,3,3,3,3,1,,1,,1,,,,1,3,,教育学類　英語専攻,Education,1,,1,英語,2,1,,1,1,,年齢不詳
K,3,1,13,4,2,2,4,2,2,4,2,4,2,,3,4,3,2,4,2,1,4,2,3,4,1,4,2,3,4,3,4,3,1,2,2,2,2,2,2,3,1,1,1,3,2,2,3,2,3,1,3,1,21,1,,1,,1,,1,3,,学校教育学類　教育基礎専修,Education,1,,1,英語,2,2,,0,,,IS11重複
K,3,1,14,4,2,4,3,4,3,4,4,4,4,2,3,4,3,3,4,3,1,4,4,2,4,1,3,5,3,4,5,3,2,3,2,1,3,3,4,2,4,3,1,1,3,3,4,2,3,4,2,4,2,20,1,,1,,1,,1,3,,教育　社会科,Education,1,,1,,1,7,,1,5,高校の研修,母国語の他に使えるコミュニケーションの手段　不明
K,3,1,15,3,2,1,5,4,1,3,2,5,1,3,2,3,2,2,3,4,1,3,1,1,2,1,3,2,2,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,20,1,,1,,1,,1,3,,学校教育学類　保健体育専修,Education,1,,0,,,,,0,,,
K,3,1,16,2,2,3,3,2,2,4,3,4,3,3,4,4,3,2,4,2,1,3,2,2,2,1,3,2,3,3,3,3,4,3,1,2,3,1,2,2,2,3,1,1,3,3,2,3,2,4,2,3,1,20,1,,1,,6,,1,3,,学校教育学類　教育基礎専修,Education,1,,1,,2,2,,1,1,,母国語の他に使えるコミュニケーションの手段　不明
K,3,1,17,3,3,3,3,1,1,2,3,3,2,2,2,3,2,2,4,2,1,2,2,2,2,1,3,3,3,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,3,1,2,1,21,1,,1,,6,,1,3,,特別支援教育専修,Education,1,,0,,,,,0,,,
K,3,1,18,2,2,2,4,2,2,4,1,4,3,3,3,2,2,2,3,2,1,3,1,1,2,1,3,1,3,3,3,4,2,2,2,1,3,3,1,,3,1,1,1,3,3,3,3,3,5,3,3,1,21,1,,1,,6,,1,3,,人間社会学域学校教育学類国語教育専修,Education,1,,0,,,,,0,,,GC12　不明
K,3,1,19,2,1,2,3,2,3,3,2,2,2,3,4,3,3,2,3,2,1,4,2,2,2,1,3,4,3,2,4,4,4,3,2,2,3,4,1,2,2,4,4,1,3,3,3,4,3,4,3,3,1,20,1,,1,,1,,1,3,,学校教育学類　教育基礎専修,Education,1,,1,英語,1,2,,2,"1,2,5",ボランティア,
K,3,1,20,2,2,2,5,4,1,2,2,4,1,3,4,4,2,5,5,2,1,4,2,3,2,1,3,2,4,2,4,4,1,1,2,1,4,3,1,1,1,1,1,1,2,4,4,3,1,4,1,4,1,20,1,,1,,1,,1,3,,学校教育学類　特別支援専修,Education,1,,0,,,,,0,,,
K,3,1,21,5,4,3,,2,3,3,4,3,2,4,4,3,2,5,4,3,2,1,4,2,3,4,3,2,1,2,3,4,4,5,4,3,2,2,2,3,4,5,4,4,3,2,3,3,4,5,1,1,1,21,1,,1,,1,,1,3,,学校教育学類　保健体育専修,Education,1,,1,英語,2,7,,1,2,,IS4重複
K,3,1,22,2,2,2,4,3,2,2,2,4,2,3,5,3,2,2,3,2,1,3,2,2,4,1,4,2,4,2,5,3,3,2,3,2,3,3,1,2,4,1,1,1,4,5,4,4,3,5,4,4,2,20,1,,1,,2,,1,3,,学校教育学類　教育基礎専修,Education,1,,1,英語,2,6,,0,,,
K,3,1,23,2,2,3,4,3,3,2,2,3,2,2,3,3,2,3,4,2,1,3,2,3,2,1,3,1,3,3,3,3,2,2,2,2,2,2,2,2,3,1,1,1,3,3,2,3,2,4,2,4,1,20,1,,1,,1,,1,3,,学校教育　教育基礎,Education,1,,1,英語,2,4,,0,,,
K,3,1,24,1,2,3,4,3,2,3,2,3,3,3,3,3,2,3,3,2,1,3,2,2,3,1,3,3,3,2,3,4,4,2,2,3,3,3,1,2,3,4,2,2,3,3,3,3,2,2,2,2,1,21,1,,1,,1,,1,3,,教育基礎,Education,1,,1,,1,4,,3,"1,2",,母国語の他に使えるコミュニケーションの手段　不明
K,3,1,25,2,1,3,3,3,2,3,3,3,2,2,3,3,2,2,4,2,1,3,1,2,2,2,3,4,3,2,4,4,3,3,2,2,4,3,1,2,2,4,4,1,3,3,3,3,2,4,2,3,1,21,1,,1,,1,,1,3,,学校教育学類　国語教育専修,Education,1,,1,英語,2,2,,2,"1,2",,
K,3,1,26,2,2,1,4,2,3,2,2,4,1,2,3,4,2,4,3,2,1,2,2,2,3,1,3,4,4,4,3,3,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,3,1,4,1,2,2,22,1,,1,,1,,1,3,,教育学部　教育基礎専修,Education,1,,1,英語,2,7,,2,2,,
K,3,1,27,2,4,4,4,3,3,2,2,3,4,4,4,2,2,2,5,2,1,3,1,2,3,1,3,3,4,3,4,3,2,3,2,1,3,2,1,2,5,3,1,1,3,4,4,4,3,4,2,4,2,21,1,,1,,6,,1,3,学校教育　音楽,声楽専修,Education,1,,0,,,,,1,2,,
K,3,1,28,2,1,4,5,4,2,3,2,5,3,3,5,2,4,2,3,2,1,4,1,2,4,1,5,2,2,2,3,5,5,3,4,2,5,4,2,2,3,4,4,1,5,4,4,3,4,5,3,4,1,20,1,,1,,1,,1,3,,学校教育学類　英語教育専攻,Education,1,,1,英語,3,2,,0,,,
K,3,1,29,3,2,4,5,4,2,4,2,4,4,2,4,4,3,2,5,2,2,5,2,3,4,3,4,4,2,1,4,4,3,4,4,3,4,4,1,2,3,4,4,2,4,3,4,3,4,5,4,2,2,21,1,,1,,1,,1,3,,学校教育学類3年理科専修,Education,1,,1,英語、中国語,2,5,,4,"1,2",,
K,3,1,30,2,1,4,4,3,2,1,2,4,2,2,4,3,3,2,5,2,1,4,2,3,5,1,4,5,4,4,5,4,3,2,1,1,1,1,1,1,1,1,1,1,4,2,4,4,3,2,1,5,1,21,1,,1,,1,,1,3,,学校教育学類　数学教育専修,Education,1,,1,英語,2,4,,0,,,
K,3,1,31,4,2,3,4,1,2,1,2,2,2,1,3,2,1,2,3,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,IS21から無回答
K,3,1,32,2,2,3,4,2,2,3,2,4,2,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,3,1,2,2,21,1,,1,,6,,1,3,,学校教育学類　教育基礎専修　数学専攻,Education,1,,0,,,,,1,5,市内の交流プロジェクト,
K,3,1,33,2,2,2,4,3,2,3,2,3,2,2,3,3,2,2,3,3,1,4,2,2,3,1,5,2,3,3,4,4,3,3,2,2,3,3,2,2,2,1,1,1,3,2,3,3,3,5,2,4,1,21,1,,1,,1,,1,3,,学校教育学類　英語専修,Education,1,,1,英語,2,3,,0,,,
K,3,1,34,2,2,2,5,3,2,2,4,5,4,3,4,4,1,2,5,1,1,3,2,1,4,1,4,5,2,1,4,5,4,4,4,3,4,3,3,2,5,5,1,1,4,5,4,4,3,5,2,1,1,21,1,,1,,6,,1,3,,学校教育学類　英語教育専修,Education,1,,1,英語,2,2,,3,1,,
K,3,1,35,2,2,4,4,2,2,3,3,4,3,2,4,2,4,2,4,2,1,5,2,5,3,1,5,4,4,2,4,5,3,2,2,2,2,2,2,3,4,1,1,1,3,3,4,4,1,5,2,2,1,21,1,,1,,1,,1,3,,学校教育学類　特別支援教育専修,Education,1,,0,,,,,0,,,
K,3,1,36,2,2,3,5,3,2,4,3,3,2,2,3,4,3,3,5,2,1,3,4,3,3,1,3,3,4,3,4,4,3,3,3,2,2,3,2,2,2,1,1,1,4,4,2,2,2,4,2,3,1,21,1,,1,,1,,1,3,,学校教育学類　英語専修,Education,1,,1,英語,2,6,,3,"2,5",高校の修学旅行,
K,3,1,37,2,1,3,4,3,2,3,3,4,2,2,4,4,1,2,4,2,1,4,2,3,4,1,4,4,3,3,3,4,3,2,3,1,4,4,1,2,3,3,1,1,4,4,4,4,3,4,1,5,1,20,1,,1,,1,,1,3,,英語専修,Education,1,,1,英語,2,2,,3,"1,2",,
K,3,1,38,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,1,1,3,2,2,2,1,3,2,3,2,3,3,2,3,2,2,3,3,1,2,3,3,3,2,3,3,2,3,3,2,3,3,1,21,1,,1,,1,,1,3,,学校教育　保健体育,Education,1,,1,,2,6,,1,2,,母国語の他に使えるコミュニケーションの手段　不明
K,3,1,39,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,1,,1,,5,,1,3,,教育　保体,Education,1,,0,,,,,1,2,,年齢不詳
K,3,1,40,3,1,2,4,3,2,3,2,3,2,2,3,3,3,4,4,2,1,3,3,3,4,1,3,4,4,4,3,3,1,2,1,3,3,2,1,2,2,1,1,1,3,3,2,4,2,4,2,4,1,21,1,,1,,1,,1,3,,学校教育・数学,Education,1,,0,,,,,1,5,高校の修学旅行,
K,3,1,41,3,2,3,5,3,4,3,2,3,2,3,3,3,3,2,3,3,1,3,1,2,2,1,4,2,3,2,4,4,3,2,2,2,3,2,1,2,3,3,1,1,3,4,3,4,2,5,2,4,2,21,1,,1,,1,,1,3,,人間社会学域学校教育学類国語専修,Education,1,,1,英語,2,5,,1,3,,
K,3,1,42,2,2,5,5,3,2,4,2,5,2,3,4,3,2,3,3,1,1,3,1,2,1,2,3,4,3,3,5,4,2,1,1,1,2,3,2,3,3,1,1,1,3,3,2,4,1,5,1,5,2,21,1,,1,,6,,1,3,,学校教育　教育基礎,Education,1,,1,英語,2,7,,0,,,
K,3,1,43,2,2,2,3,3,2,3,2,4,2,2,4,4,4,3,,2,1,3,2,2,4,2,3,2,3,3,4,3,2,3,2,1,3,3,2,2,3,4,3,1,3,4,3,4,2,4,2,2,1,20,1,,1,,5,,1,3,,学校教育学類　数学教育専修,Education,1,,1,英語,2,4,,4,"1,2",,IS16重複
K,3,1,44,2,2,2,4,3,2,3,3,3,3,2,4,2,2,3,3,4,1,3,2,3,3,2,3,2,3,3,4,4,3,3,2,2,3,3,2,2,3,3,2,2,3,4,3,5,3,3,3,3,1,20,1,,1,,6,,1,3,,学校教育学類　社会科専修　地理コース,Education,1,,1,英語,2,6,,2,"1,2",,
K,3,1,45,2,1,3,4,4,2,1,3,3,2,4,5,3,1,2,4,5,1,5,2,4,2,1,5,3,4,2,3,5,2,1,4,1,4,3,1,2,2,1,1,1,4,4,3,3,2,5,2,3,2,20,1,,1,,1,,1,3,,学校教育　社会科　社会科教育,Education,1,,1,英語,2,2,,0,,,
K,3,1,46,2,2,2,3,2,2,2,2,4,2,3,3,4,3,2,3,2,1,3,2,3,2,1,3,4,2,3,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,4,1,2,1,21,1,,1,,1,,1,3,,学校教育学類　家政教育専修,Education,1,,0,,,,,0,,,
K,3,1,47,2,1,3,4,4,2,4,3,3,2,2,4,4,4,4,3,1,1,3,2,2,2,1,4,4,3,2,4,4,4,3,2,2,4,4,1,1,2,2,1,1,2,4,4,4,2,4,2,4,1,21,1,,1,,1,,1,3,,教育、保健体育,Education,1,,0,,,,,0,,,
K,3,1,48,2,1,2,4,2,1,4,1,5,3,2,4,2,1,3,4,2,1,4,3,4,4,1,5,5,3,2,2,5,3,3,3,2,2,1,5,2,2,4,1,1,3,4,2,2,1,5,1,4,1,21,1,,1,,1,,1,3,,教育学類数学教育専修,Education,1,,0,,,,,1,2,,
K,3,1,49,2,1,3,4,2,2,3,1,4,4,3,4,3,2,3,4,2,1,3,1,2,4,1,4,5,4,2,4,5,4,2,1,2,3,3,1,1,2,4,2,1,3,3,3,3,1,3,1,4,1,20,1,,1,,1,,1,3,,学校教育　社会科教育専修,Education,1,,0,,,,,1,1,,
K,3,1,50,3,1,2,4,2,2,3,4,4,2,2,5,2,4,3,2,2,1,4,3,1,2,1,4,5,4,2,4,5,2,3,1,2,2,2,1,1,2,3,1,1,3,2,1,3,1,5,1,3,1,21,1,,1,,1,,1,3,,学校教育　家政教育専修,Education,1,,0,,,,,0,,,
K,3,1,51,2,2,3,4,3,2,2,2,2,2,3,3,4,2,3,3,2,1,3,3,3,4,1,3,4,3,4,3,3,2,3,3,3,3,3,2,2,3,1,1,1,3,2,3,3,2,4,1,3,2,21,1,,1,,1,,1,3,,学校教育学類　基礎専修,Education,1,,1,英語,2,5,,0,,,
K,3,1,52,2,2,3,4,2,2,2,2,3,3,2,5,4,2,2,4,2,1,4,2,1,2,2,4,2,3,2,3,3,2,1,3,2,3,2,2,1,2,1,1,1,3,3,2,3,2,5,2,3,2,21,1,,1,,6,,1,3,,学校教育学類　英語教育専修,Education,1,,1,英語,2,3,,0,,,
K,3,1,53,3,3,3,4,4,3,3,4,3,3,2,4,3,3,3,2,2,1,3,2,2,2,1,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,1,1,3,3,2,3,2,3,2,2,2,22,1,,1,,1,,1,3,,教育　理科教育専修,Education,1,,1,,2,3,,0,,,母国語の他に使えるコミュニケーションの手段　不明
K,3,1,54,2,2,2,4,3,1,3,2,3,3,2,3,2,1,2,4,2,1,3,1,2,2,1,3,3,4,4,3,4,3,2,3,1,2,2,1,1,3,1,1,1,3,3,2,3,1,4,1,2,1,21,1,,1,,1,,1,3,,教育学部　国語教育専修,Education,1,,0,,,,,0,,,
K,3,1,55,1,2,3,4,4,2,3,2,4,4,3,3,3,2,3,3,2,1,3,3,3,3,1,3,4,3,2,3,3,3,2,2,2,3,3,1,2,3,1,1,1,3,2,3,3,2,3,2,3,1,21,1,,1,,1,,1,3,,学校教育学類保健体育専修,Education,1,,1,英語,2,6,,0,,,
K,3,1,56,2,1,1,5,2,2,4,2,4,2,2,3,2,2,3,3,4,1,3,2,2,3,1,3,4,3,2,2,4,3,2,2,1,3,2,1,2,4,2,1,1,5,5,2,4,2,5,2,3,1,21,1,,1,,1,,1,3,,学校教育学類　国語専修,Education,1,,0,,,,,0,,,
K,3,1,57,1,1,2,4,3,2,4,2,3,2,3,3,3,2,1,5,3,1,3,1,1,4,1,3,1,4,4,3,3,1,2,1,1,3,2,2,1,4,2,1,1,2,3,4,3,2,5,1,3,2,22,1,,1,,6,,1,3,,学校教育　国語専修,Education,1,,0,,,,,2,2,,
K,3,1,58,3,1,4,5,4,3,2,2,4,3,3,3,3,2,3,4,2,1,4,3,3,4,1,4,4,2,2,3,4,4,4,3,2,3,3,2,2,3,2,1,1,3,3,4,4,3,3,2,3,2,21,1,,1,,1,,1,3,,教育学部　数学専修,Education,1,,0,,,,,2,5,高校の修学旅行、サッカーの遠征,
K,3,1,59,3,2,3,4,2,1,4,2,4,2,3,3,4,4,2,3,2,1,2,3,2,2,1,3,4,3,2,3,4,2,2,1,3,2,2,1,2,2,1,1,1,2,3,3,4,2,4,1,3,1,21,1,,1,,7,無宗教,1,3,,学校教育　国語専修,Education,1,,0,,,,,0,,,
K,3,1,60,2,1,1,3,2,2,2,1,3,5,2,2,2,2,2,2,2,1,2,1,3,3,,3,2,2,4,5,4,3,3,2,2,1,2,1,1,1,1,1,1,1,3,3,3,3,4,3,3,2,21,1,,1,,1,,1,3,,学校教育学類　社会科教育専修,Education,1,,0,,,,,1,2,,IS23 無回答
K,3,1,61,4,1,2,4,1,1,2,2,3,2,1,3,2,2,1,4,2,1,2,1,2,2,1,3,2,4,3,2,3,1,1,1,1,1,1,1,1,3,2,1,1,1,2,3,2,1,1,1,3,1,21,1,,1,,6,,1,3,,学校教育学類　国語専修,Education,1,,0,,,,,1,1,,
K,3,1,62,2,1,5,5,4,2,3,2,4,2,2,3,4,4,4,3,3,1,4,2,2,2,1,4,2,4,2,5,4,2,3,3,2,4,2,3,2,2,4,2,1,3,3,3,3,2,5,1,4,1,21,1,,1,,1,,1,3,,教育学類　特別支援教育専修,Education,1,,0,,,,,1,5,高校の修学旅行,
K,3,1,63,2,2,4,4,2,2,4,3,5,3,3,4,4,2,2,4,1,1,4,1,1,2,1,4,5,4,2,4,4,3,2,4,2,4,3,1,1,2,1,1,1,4,4,4,4,3,4,3,4,2,20,1,,1,,1,,1,3,,学校教育学類　理科教育専修,Education,1,,1,,2,5,,0,,,母国語の他に使えるコミュニケーションの手段　不明
K,3,1,64,2,2,3,3,3,2,3,2,2,3,2,3,3,2,3,2,3,2,2,2,3,3,2,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,21,1,,1,,7,なし,1,3,,学校教育学類　数学教育専修,Education,1,,1,英語,2,1,,2,2,,
K,3,1,65,2,2,2,5,3,2,3,3,3,2,3,4,2,3,3,4,4,1,3,2,3,3,3,3,2,2,3,3,4,3,3,3,4,4,3,2,3,3,1,3,3,2,3,4,3,2,3,3,4,2,21,1,,1,,6,,1,3,,学校教育学類　数学専修,Education,1,,1,英語,2,6,,2,"2,5",高校の修学旅行,
K,3,1,66,2,1,4,4,4,2,4,2,4,2,2,3,4,4,2,2,2,1,4,2,3,4,1,4,3,4,2,4,4,2,2,2,3,4,4,4,2,2,1,1,1,3,4,3,4,2,5,3,3,1,21,1,,1,,1,,1,3,,学校教育学類　教育基礎専修,Education,1,,1,英語,1,7,,0,,,
K,3,1,67,3,2,4,4,3,2,4,2,3,3,2,3,3,2,3,3,2,1,3,2,2,3,1,3,2,2,3,3,3,3,2,2,2,2,2,1,2,3,1,1,1,3,3,2,3,2,3,2,3,1,20,1,,1,,1,,1,3,,学校教育学類　数学専修,Education,1,,1,,1,5,,0,,,母国語の他に使えるコミュニケーションの手段　不明
K,3,1,68,2,2,4,4,3,4,4,2,2,2,3,4,4,4,4,4,2,1,4,1,4,3,1,4,4,3,2,4,4,2,2,2,2,2,2,3,2,2,2,1,1,4,4,2,3,3,5,1,4,1,,1,,1,,6,,1,3,,学校教育学類　国語専修,Education,1,,0,,,,,1,5,高校の修学旅行,年齢不詳
K,3,1,69,2,2,3,3,2,2,2,2,3,2,2,3,2,3,3,2,1,1,3,2,2,3,1,3,3,3,2,3,3,2,2,1,1,2,2,1,1,2,1,1,1,2,4,3,3,2,4,2,4,1,20,1,,1,,1,,1,3,,学校教育学類　理科教育専修,Education,1,,0,,,,,0,,,
K,3,1,70,3,2,2,3,2,2,2,2,3,2,2,3,2,2,3,3,2,1,3,2,2,3,1,3,3,3,2,3,3,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,3,1,21,1,,1,,1,,1,3,,学校教育学類　特別支援教育専修,Education,1,,0,,,,,0,,,
K,3,1,71,2,2,2,5,3,2,2,2,5,2,2,3,2,2,3,3,3,1,3,1,2,2,1,3,2,3,2,3,3,2,2,2,1,2,1,1,2,2,1,1,1,3,3,,,,,,,2,21,1,,1,,1,神道,1,3,,学校教育学類　社会科教育専修,Education,1,,0,,,,,0,,,GC19からＧＣ24まで無回答
K,3,1,72,2,3,2,4,2,3,2,3,3,2,3,2,4,2,3,4,2,1,3,4,4,4,1,3,2,3,3,4,3,3,2,2,2,3,2,1,1,2,2,1,1,3,3,3,4,2,5,2,2,2,21,1,,1,,6,,1,3,,学校教育　数学専修,Education,1,,0,,,,,0,,,
K,3,1,73,2,1,3,5,3,2,4,2,3,4,2,5,4,3,2,4,2,1,4,3,3,4,1,4,4,4,2,3,4,3,2,2,2,3,3,2,1,1,1,1,1,3,3,2,2,2,3,2,2,1,21,1,,1,,1,,1,3,,学校教育学類　国語専修,Education,1,,1,,2,5,,0,,,母国語の他に使えるコミュニケーションの手段　不明
K,3,1,74,3,2,3,3,2,2,3,2,3,3,2,3,3,2,3,3,2,1,2,3,3,3,1,2,1,3,2,2,3,2,2,1,1,1,1,1,1,3,1,1,1,2,3,1,2,1,1,1,1,1,21,1,,1,,6,,1,3,,学校教育学類　音楽教育専修,Education,1,,0,,,,,1,1,,
K,3,1,75,2,2,2,4,3,2,2,2,3,3,3,4,3,2,3,3,2,1,3,3,3,3,1,3,2,3,2,2,4,3,3,2,3,2,2,1,2,2,2,1,1,3,2,2,3,2,4,2,3,1,21,1,,1,,1,,1,3,,学校教育学類　音楽教育専修,Education,1,,0,,,,,0,,,
K,3,1,76,4,5,2,5,5,3,2,1,3,4,2,3,4,4,3,2,2,1,3,1,3,2,2,4,2,2,2,3,4,4,4,5,3,4,3,1,1,2,4,2,5,4,4,3,3,3,3,3,3,1,20,1,,1,,1,,1,3,,学校教育学類　特別支援専修,Education,1,,0,,,,,2,1,,
K,3,1,77,2,2,2,4,3,2,2,3,2,2,2,2,4,2,4,4,2,1,2,1,4,2,1,4,4,4,3,5,4,4,4,4,2,3,2,4,4,2,4,2,2,4,3,3,3,2,4,2,4,2,21,1,,1,,1,,1,3,,学校教育　英語専修,Education,1,,1,英語,3,1,,1,1,,
