University,Year,Class,ID,IS1,IS2,IS3,IS4,IS5,IS6,IS7,IS8,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS16,IS17,IS18,IS19,IS20,IS21,IS22,IS23,IS24,IS25,GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,GC14,GC15,GC16,GC17,GC18,GC19,GC20,GC21,GC22,GC23,GC24,gender,age,japan_citizen,other_citizen,ethnicity,ethnicity_text,religion,religion_txt,undergrad_grad,class_year,class_year_txt,major,faculty,firstlang,firstlang_txt,secondlang,secondlang_txt,SecondLang_Proficiency,SecondLang_Frequency,SecondLang_Frequency_txt,International_Travel_Count,Travel_Purpose,Travel_Purpose_txt,Notes
B,2,0,49,1,1,3,5,3,2,2,2,4,4,3,3,2,2,3,3,2,1,4,3,2,2,1,4,4,4,2,3,4,4,4,4,3,5,3,4,3,2,1,4,4,4,3,4,4,3,3,3,2,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,,2,3,2・5,高校の修学旅行,
B,2,0,50,2,4,3,4,2,4,4,4,3,2,2,3,3,3,3,2,2,1,2,2,3,2,1,3,2,2,3,2,2,2,2,2,2,4,2,1,1,1,1,1,1,4,4,2,2,2,4,2,4,1,19,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,3,2・5,高校の修学旅行,
B,2,0,51,2,2,3,3,3,2,2,1,4,3,3,3,2,3,3,4,2,1,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,20,1,,1,,,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,5,修学旅行,宗教無回答
B,2,0,52,2,2,3,4,3,2,2,2,3,3,2,3,3,1,3,3,3,1,4,3,3,3,1,3,4,3,3,3,4,2,2,3,2,2,2,1,2,3,1,1,1,3,3,3,3,2,4,1,4,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,53,2,1,4,5,2,3,3,2,3,2,2,4,4,2,3,2,2,1,3,3,2,3,1,4,3,3,3,4,3,2,2,2,1,2,1,1,2,3,1,1,1,2,3,4,5,2,3,1,2,2,19,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,54,2,1,2,1,2,2,2,1,5,2,2,3,4,2,3,2,2,1,3,2,3,3,1,4,5,3,2,4,4,2,3,1,1,3,3,3,1,2,1,1,4,3,4,3,2,2,3,1,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,7,,0,,,
B,2,0,55,4,1,2,4,3,2,2,3,2,2,2,3,4,2,1,4,1,1,5,1,4,3,1,5,5,5,2,4,5,3,2,1,2,2,3,1,2,3,1,1,1,3,4,2,4,1,5,1,2,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,
B,2,0,56,2,2,3,4,3,2,2,1,3,2,2,5,4,3,3,4,2,1,3,2,2,3,1,2,1,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,3,5,2,2,1,4,1,4,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,57,4,1,4,5,2,2,4,1,4,3,1,4,5,4,3,4,4,1,5,1,1,1,1,5,5,5,2,4,4,3,3,2,1,4,1,1,2,3,1,1,1,3,4,3,4,2,5,1,1,2,,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,年齢の記載なし
B,2,0,58,2,3,1,5,3,1,2,3,2,3,4,4,5,4,2,5,1,1,5,1,1,5,1,5,5,3,4,5,4,1,2,1,1,5,2,1,3,4,4,1,1,5,5,3,3,2,5,1,5,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,1,5,高校の修学旅行,
B,2,0,59,2,4,1,5,3,5,4,3,5,3,3,1,3,1,2,2,5,1,4,5,4,5,1,1,1,5,5,5,1,2,2,1,2,3,2,4,2,4,1,1,1,2,5,5,5,1,5,2,5,2,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,1,2,,
B,2,0,60,2,2,3,4,3,2,2,3,4,2,3,3,4,2,3,3,4,1,2,2,2,2,1,2,2,3,2,3,3,4,2,2,1,3,2,2,1,3,1,1,1,4,4,2,3,2,3,2,3,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,7,,,,,渡航歴記載なし
B,2,0,61,2,3,2,2,2,1,2,2,3,3,3,2,3,3,2,3,2,1,1,1,4,4,3,3,4,3,3,2,3,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,3,2,2,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,62,2,1,3,4,2,1,3,1,5,2,3,2,5,2,1,3,1,1,3,1,2,1,1,3,2,2,3,4,4,3,2,2,1,2,1,1,1,2,5,1,1,3,3,3,4,3,5,2,5,1,21,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,1,5,高校の修学旅行,
B,2,0,63,2,1,3,4,4,3,3,2,3,4,4,4,4,3,4,2,2,1,4,3,3,4,2,3,3,3,2,3,3,3,3,3,4,4,4,2,3,3,1,1,1,3,3,3,4,3,4,4,4,2,21,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,64,2,1,2,5,3,3,3,1,5,3,3,,5,3,3,3,1,1,4,1,3,3,1,4,2,4,2,3,4,3,4,2,2,3,3,2,2,3,1,1,1,3,3,5,5,4,5,2,4,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,
B,2,0,65,2,2,2,4,3,1,5,5,2,2,2,5,5,2,3,3,5,1,5,1,1,3,3,3,3,5,3,3,5,3,3,1,1,2,2,1,1,3,1,1,1,1,5,1,5,1,5,1,5,1,19,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,66,2,1,3,5,2,2,2,1,4,2,1,2,3,5,5,3,1,1,2,1,2,2,2,5,4,4,3,4,5,2,4,2,2,3,2,2,1,5,1,1,1,3,4,3,5,2,5,1,4,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,,,,,,,,,demogaphics 9以降記載なし
B,2,0,67,2,1,3,4,2,2,4,3,3,3,2,4,4,2,1,3,3,1,4,2,2,3,1,3,2,3,2,4,4,2,2,2,2,3,2,1,2,2,4,1,1,3,2,3,3,3,4,2,4,2,20,1,,1,,,,1,2,,教育学部小学校教育コース,,1,,1,英語,3,2,,3,,,宗教記載なし
B,2,0,68,1,2,3,4,3,2,2,1,3,1,3,2,4,4,3,2,2,1,4,3,2,3,1,4,4,4,4,2,3,3,2,3,4,2,1,4,1,3,2,1,1,3,3,2,3,2,3,3,4,2,21,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,,2,1,2,,
B,2,0,69,2,4,2,4,4,2,2,4,2,4,4,4,4,2,4,4,2,1,4,4,2,3,1,4,3,4,4,4,4,2,4,4,1,4,2,1,1,1,1,1,1,4,4,4,4,1,4,1,5,1,21,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,70,1,2,4,5,5,3,4,2,4,2,1,4,4,4,3,2,2,1,4,2,2,4,1,4,4,3,2,4,5,4,3,2,1,5,4,1,2,3,1,3,1,4,4,4,5,4,4,1,2,2,20,1,,1,,7,創価学会,1,2,,教育学部小学校教育コース,,1,,1,英語,2,4,,0,,,
B,2,0,71,1,3,3,5,4,2,3,1,2,4,5,2,4,5,3,1,2,1,2,3,3,2,4,5,4,3,1,3,4,4,5,1,2,5,5,2,1,5,4,1,1,3,2,5,5,2,4,2,3,2,21,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,1,,1,2,,渡航Y;回数記載なし
B,2,0,72,2,1,2,5,3,2,1,2,3,5,3,3,4,4,4,3,3,1,4,2,3,3,2,5,4,2,2,3,5,3,3,3,1,5,3,1,1,3,1,1,1,4,3,4,4,3,4,2,2,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,73,2,1,3,5,3,1,2,1,3,1,2,5,3,3,3,2,2,1,3,5,2,1,1,3,2,3,2,3,3,1,1,1,1,3,3,1,1,1,1,1,1,2,2,2,1,1,5,1,3,1,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,74,2,2,3,4,3,4,1,2,3,4,2,4,4,2,2,3,2,1,4,2,3,2,1,3,4,3,3,3,4,2,1,1,1,2,2,1,1,3,1,1,1,3,4,2,4,2,4,1,2,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,75,3,1,2,4,2,2,2,3,5,2,2,3,4,4,2,4,4,1,4,2,3,2,1,4,3,3,2,4,3,4,2,2,1,2,2,2,1,2,4,1,1,4,3,2,4,2,5,1,4,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,1,1,,
B,2,0,76,4,1,2,3,3,1,2,1,3,3,2,3,3,1,3,3,1,1,1,1,2,1,1,3,3,2,2,3,3,2,3,4,1,5,1,3,2,3,2,1,1,3,2,3,2,1,2,1,2,1,20,1,,1,,7,特になし,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,5,修学旅行にグアムへ,
B,2,0,77,2,2,2,4,3,3,2,2,4,3,2,3,2,2,2,3,2,1,3,2,2,2,2,3,2,3,1,3,5,2,1,2,1,5,3,1,1,3,1,2,1,3,3,3,3,2,3,1,1,1,0,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,1,5,,0,,,
B,2,0,78,2,1,4,5,2,2,3,4,4,2,2,4,4,2,3,4,2,1,3,2,2,2,1,4,4,3,4,4,4,3,4,2,2,3,2,4,2,2,4,2,1,3,3,3,2,2,4,2,4,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,2,1・2,,
B,2,0,79,2,1,1,5,2,3,3,2,4,3,2,5,4,3,3,4,3,1,2,1,1,2,1,4,1,4,3,4,5,2,4,1,1,4,1,1,1,3,1,1,1,3,5,2,3,1,5,1,1,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,
B,2,0,80,3,1,1,5,2,3,1,1,5,3,3,1,4,4,4,4,1,1,4,1,1,4,4,5,4,4,4,5,5,4,4,4,1,2,2,1,2,4,3,1,1,5,4,2,4,2,5,2,5,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,3,1・2,,
B,2,0,81,2,1,4,5,5,5,1,3,5,5,3,5,5,2,3,4,2,1,4,4,3,3,1,3,5,2,2,4,4,3,3,2,2,4,1,3,2,4,1,1,1,5,3,2,4,3,5,3,5,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,1,7,,0,,,
B,2,0,82,3,2,3,4,2,4,3,2,3,3,2,4,3,4,4,4,2,1,4,2,2,3,1,3,3,3,2,2,4,3,2,2,2,2,2,1,1,3,1,1,1,3,1,1,1,1,4,1,3,1,21,1,,1,,,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,2,,
B,2,0,83,2,2,,3,2,4,4,5,4,4,3,4,2,2,4,4,1,1,1,5,5,5,4,3,1,3,2,4,4,5,4,4,3,4,2,2,4,4,1,1,1,5,5,5,4,3,5,3,5,1,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,IS3記載なし
B,2,0,84,2,2,2,5,2,3,1,2,3,3,2,3,2,3,3,3,2,1,3,2,2,2,1,4,1,2,4,3,4,3,3,2,1,2,2,1,2,3,1,1,1,4,3,3,3,2,5,3,4,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,85,2,1,2,3,2,2,3,2,2,4,3,4,2,3,1,2,3,1,2,2,2,2,1,4,3,2,2,3,5,2,2,2,1,3,1,1,1,2,4,1,1,2,3,2,2,1,4,1,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,5,ホームステイ小学校参加体験,
B,2,0,86,3,1,3,4,3,2,2,2,3,4,3,4,3,3,3,3,2,1,4,2,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,1,2,3,1,1,1,3,3,3,3,2,3,3,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,1,3,,0,,,
B,2,0,87,3,2,2,4,3,2,2,2,4,3,3,3,3,3,3,3,3,1,4,2,4,4,2,3,4,4,3,4,4,4,3,4,3,3,3,2,3,3,1,1,1,4,4,3,4,3,4,3,3,1,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,88,1,1,2,5,3,2,2,4,5,4,4,3,4,4,4,3,2,1,2,2,2,3,1,4,1,3,3,3,3,3,2,2,2,2,2,1,2,4,1,1,1,3,4,4,4,3,4,3,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,89,2,3,2,4,2,2,2,1,4,3,2,3,4,3,4,4,2,1,3,1,2,3,1,5,5,4,2,3,3,3,2,3,2,4,3,1,2,3,1,1,1,3,3,3,3,2,5,2,2,2,20,1,,1,,7,神道,1,2,,教育学部小学校教育コース,,1,,1,英語,3,1,,0,,,
B,2,0,90,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,,1,7,,2,2,,第２言語の記載なし
B,2,0,91,2,5,5,5,5,5,2,2,4,4,3,4,3,3,3,2,5,1,2,5,4,2,4,5,5,1,1,3,5,4,2,,3,4,5,3,2,4,3,2,4,3,,4,2,3,5,5,5,2,21,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,1,,1,1,,IS18無回答
B,2,0,92,3,3,4,5,5,3,5,2,3,3,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,1,1,1,5,4,3,1,3,3,3,4,3,3,4,3,2,3,4,3,4,5,4,4,4,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,5,修学旅行,
B,2,0,93,1,1,5,5,4,3,2,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,21,1,,1,,2,,1,2,,教育学部小学校教育コース,,1,,1,英語,1,7,,0,,,
B,2,0,94,5,1,2,5,2,2,2,2,5,5,5,5,2,2,5,5,2,1,5,5,5,5,5,5,5,1,1,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,1,英語,1,2,,0,,,
B,2,0,95,2,2,3,2,2,3,3,3,2,3,2,3,2,3,2,3,3,1,4,4,2,2,1,3,2,3,2,3,4,3,2,2,2,3,3,2,1,2,2,2,1,3,2,3,4,4,2,2,3,1,21,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,
B,2,0,96,3,1,3,3,4,2,3,2,3,2,2,4,2,2,2,5,2,1,3,2,2,2,1,4,4,4,4,4,4,2,4,3,3,1,1,1,2,2,1,1,1,3,4,3,4,1,2,1,1,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,97,2,2,3,3,4,2,2,2,3,3,4,4,3,2,2,4,3,1,3,3,3,3,1,3,3,4,4,4,2,3,3,1,1,2,1,1,1,2,1,1,1,1,3,2,3,1,5,1,1,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,3,2,修学旅行,
B,2,0,98,2,1,2,4,2,1,3,3,4,3,3,5,3,2,2,4,2,1,4,2,2,2,1,4,1,2,4,3,3,3,2,2,1,2,2,1,1,2,1,1,1,3,4,3,4,2,5,1,4,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,1,2,高校の修学旅行,
B,2,0,99,2,1,3,5,2,2,4,4,3,3,2,3,2,3,3,3,3,1,3,5,3,3,2,2,3,5,4,4,3,2,3,3,3,4,2,3,4,4,3,3,4,3,3,3,4,3,3,2,3,2,22,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,2,,
B,2,0,100,2,2,2,4,3,2,4,3,4,5,4,4,4,3,4,4,3,1,4,2,4,4,4,4,4,4,2,4,4,3,3,3,2,3,2,1,2,4,2,2,1,3,3,3,4,2,2,4,4,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,1,5,高校の修学旅行,
B,2,0,101,2,2,3,4,4,2,3,1,4,3,3,4,4,2,3,4,4,1,3,2,4,4,1,4,5,4,2,3,4,3,2,3,3,4,3,1,1,2,1,1,1,2,4,3,4,2,3,2,4,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,
B,2,0,102,2,1,2,4,3,1,3,2,4,2,3,4,5,4,3,2,2,1,3,2,3,2,1,4,3,4,1,3,4,2,3,3,1,4,2,2,2,3,1,1,1,3,3,3,3,2,4,2,4,1,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,103,2,4,3,4,3,2,3,2,3,2,3,4,4,3,3,4,3,1,5,3,2,3,1,3,3,3,2,5,3,3,3,3,4,,3,3,3,2,4,3,3,3,4,3,3,,3,3,4,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,3,1・2,,"GC9, GC21無回答"
B,2,0,104,2,2,4,5,2,4,2,2,4,2,2,4,2,4,4,5,2,1,4,2,2,4,1,5,4,4,4,4,4,2,2,2,2,4,4,1,1,5,2,1,1,2,4,2,4,1,4,1,1,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,7,,0,,,
B,2,0,105,3,2,3,3,3,1,3,3,3,2,2,4,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,2,2,1,1,1,3,1,1,3,1,1,1,1,1,2,2,2,2,2,2,1,20,1,,1,,7,神道,1,2,,教育学部小学校教育コース,,1,,1,英語,1,3,,2,2・4,,
B,2,0,106,2,2,3,4,4,4,2,2,3,3,3,3,3,2,3,2,2,1,3,2,3,3,3,4,4,3,1,3,4,4,4,3,2,4,4,2,2,3,4,4,3,5,3,3,3,4,4,3,3,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,3,3,,0,,,
B,2,0,107,2,1,2,4,3,2,4,3,4,3,2,4,3,3,3,4,2,1,3,4,4,4,1,5,5,3,2,4,4,2,1,2,1,3,1,1,1,3,1,1,1,3,3,2,4,1,2,1,1,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,108,3,2,2,4,2,1,2,1,4,2,3,3,2,2,3,4,2,1,2,1,1,2,2,3,3,3,2,3,3,3,2,2,2,3,3,3,1,2,4,2,2,1,2,3,2,3,3,2,2,2,21,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,1,2,,1,2,,
B,2,0,109,3,2,2,4,2,2,4,2,4,2,2,3,3,2,4,4,2,1,2,1,2,2,1,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,4,1,4,1,3,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,110,2,1,2,3,3,2,1,1,4,2,3,3,4,3,3,3,2,1,3,4,2,2,4,5,5,5,1,4,5,3,2,3,1,2,2,1,3,4,1,1,1,4,4,2,3,2,5,3,5,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,111,2,1,3,4,2,1,3,2,4,2,2,4,4,2,4,2,2,1,3,1,3,4,1,3,4,3,3,3,3,2,2,3,2,2,3,2,3,4,2,1,1,3,3,2,3,2,4,2,3,2,21,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,112,2,2,3,3,2,2,3,2,3,2,2,3,2,2,3,3,2,1,3,1,3,3,1,3,3,4,3,3,3,1,1,1,1,2,2,1,1,3,1,1,1,3,3,2,3,1,3,1,3,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,113,4,2,1,5,2,2,3,1,3,2,3,5,3,4,1,3,4,1,4,2,2,5,1,4,3,3,3,4,4,2,4,2,2,3,2,2,3,4,1,1,1,4,2,4,5,2,5,3,3,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,114,2,1,3,3,2,1,3,3,5,3,2,4,3,3,4,4,2,1,3,4,2,2,1,4,1,4,4,2,3,2,3,3,3,2,3,1,1,3,5,5,2,1,2,2,2,2,3,2,3,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,1・2,,
B,2,0,115,4,1,2,4,3,2,2,2,3,2,2,3,2,2,3,3,2,1,3,2,2,3,1,3,3,3,3,3,3,3,2,2,1,2,1,1,1,2,2,1,1,3,3,2,3,1,4,2,3,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,2,高校の修学旅行,
B,2,0,116,2,1,2,4,4,,3,2,4,2,3,4,3,3,4,3,3,1,3,2,3,3,1,4,1,4,2,3,3,3,4,3,2,3,3,1,2,2,1,1,1,3,3,2,4,2,5,2,4,2,19,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,6,,0,,,
B,2,0,117,2,1,2,5,3,2,3,2,3,2,3,4,3,2,2,4,3,1,3,1,2,3,1,4,2,4,2,3,4,2,2,1,1,2,1,1,1,2,2,1,1,3,2,3,4,2,5,1,4,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,5,高校の修学旅行,
B,2,0,118,2,2,4,4,4,1,3,2,3,2,2,4,2,4,2,5,2,1,5,2,3,5,2,3,3,3,2,2,4,4,3,3,3,3,3,2,2,3,5,4,3,4,4,4,3,3,4,2,3,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,5,,2,2・5,高校の修学旅行,
B,2,0,119,2,2,3,5,2,3,3,2,5,4,3,5,4,3,4,4,4,4,3,3,3,2,2,3,2,3,4,4,4,4,3,3,3,2,2,3,2,2,2,1,1,3,4,2,3,3,3,2,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,2,修学旅行　　　,
B,2,0,120,4,2,3,4,2,2,4,4,3,2,2,2,2,2,2,3,3,1,2,2,2,2,1,3,2,2,4,3,3,2,2,1,1,3,2,2,1,2,1,1,1,1,2,2,4,2,3,1,1,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,121,3,4,3,2,2,1,1,1,1,1,1,2,4,4,1,3,4,1,5,2,3,1,1,4,1,3,3,2,3,1,2,1,1,3,1,1,1,3,1,1,1,1,4,3,4,1,5,1,3,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,IS3重回答
B,2,0,122,2,1,2,2,1,1,3,3,2,2,2,2,3,1,3,3,1,1,3,1,1,2,1,1,3,1,5,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,4,1,3,2,,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,年齢未記入
B,2,0,123,2,1,3,4,2,3,2,1,4,2,2,4,3,2,2,2,2,1,4,2,2,3,1,3,5,3,1,2,3,2,2,1,1,3,2,3,1,2,1,2,1,3,1,3,4,3,4,1,1,1,20,1,,1,,,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,宗教未記入
B,2,0,124,2,2,2,5,5,2,2,1,5,3,3,2,5,5,5,3,1,1,5,2,3,3,1,5,3,3,2,4,5,5,5,5,4,5,4,1,4,4,3,3,1,3,4,3,3,4,4,4,5,2,23,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,125,3,2,2,3,1,2,4,2,3,1,2,3,3,2,2,4,2,1,2,3,2,2,1,3,4,3,4,3,3,2,2,1,1,1,1,1,1,2,1,1,1,2,3,1,3,1,3,1,3,1,21,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,126,2,3,3,4,3,4,2,2,3,3,3,3,3,2,2,2,2,1,4,3,3,3,1,4,3,4,2,3,4,2,2,3,1,3,3,1,1,3,3,1,2,4,2,3,3,2,3,1,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,3,2・5,高校の修学旅行（１）,
B,2,0,127,1,2,2,4,4,4,1,1,4,5,3,3,2,4,4,4,3,1,3,1,1,1,3,5,1,3,1,2,4,4,4,4,2,4,4,3,2,2,4,4,4,4,4,4,4,3,5,3,3,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,3,2,,30,2,,
B,2,0,128,1,2,4,5,3,3,2,3,5,2,3,5,4,3,3,3,1,1,3,2,3,4,1,4,3,4,2,3,4,3,2,1,2,4,2,2,2,2,3,1,1,4,4,3,4,3,4,3,5,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,7,,1,5,小学校の姉妹都市訪問,
B,2,0,129,1,1,3,4,4,4,2,4,2,2,2,4,4,4,4,2,4,1,5,4,1,2,2,4,1,2,2,2,4,3,2,4,1,4,4,5,1,4,5,1,1,4,4,2,4,3,5,2,2,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,6,,1,5,体験学習,
B,2,0,130,1,2,3,4,4,4,3,3,3,4,3,3,4,3,2,4,3,2,4,3,4,1,3,4,3,3,4,3,2,3,1,4,5,3,2,4,3,3,4,1,3,3,2,2,3,4,3,3,4,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,131,2,4,2,4,1,2,2,2,3,2,2,4,4,2,3,3,2,1,3,2,2,2,1,3,3,3,3,3,3,2,2,5,1,2,1,1,1,2,1,2,1,3,3,4,2,1,3,3,3,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,7,,0,,,
B,2,0,132,2,2,3,2,2,2,1,4,4,2,3,3,3,3,3,2,2,1,4,1,3,3,1,3,2,4,12,3,5,3,3,5,2,5,2,3,1,1,4,5,1,3,4,3,3,3,4,1,4,1,19,1,,1,,7,神道,1,2,,教育学部小学校教育コース,,1,,1,英語,2,7,,1,5,高校の修学旅行,
B,2,0,133,2,2,3,5,4,5,2,1,4,3,3,4,3,1,3,2,2,1,2,2,2,3,1,4,2,3,2,3,5,2,2,2,2,4,4,2,1,3,1,1,1,4,4,3,4,2,3,2,4,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,134,2,2,3,3,2,1,2,2,3,2,3,3,3,2,2,3,3,1,3,3,2,3,2,3,3,3,3,3,3,2,2,2,2,3,2,1,1,3,1,1,1,2,3,3,2,2,3,1,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,