style,ISc2,GC_S,GC_P,GC_C,gender,age,birth,ethnic,religion,school,class,major,firstlang,secondlang,intl_travel,s_abroad,travel,studyabroad
1,86,16,26,33,F,TRAD,US,WHITE,Christian,6,Undergraduate,Eled,ENGLISH,1,1,,Never,0
1,103,20,27,41,F,NON-TRAD,US,WHITE,Non-Christian,6,Undergraduate,Eled,ENGLISH,1,1,,Never,0
1,105,32,27,44,F,TRAD,NON-US,WHITE,Non-Christian,6,Undergraduate,Eled,NON-ENGLISH,2,5,1,Eight_plus,1
1,80,17,26,30,F,TRAD,US,WHITE,Non-Christian,6,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
1,92,16,21,33,F,TRAD,US,WHITE,Christian,6,Undergraduate,Secondary,ENGLISH,1,3,,TwoFour,0
1,102,29,27,49,F,TRAD,US,NON-WHITE,Non-Christian,6,Undergraduate,Secondary,ENGLISH,1,3,,TwoFour,0
1,85,16,28,34,F,TRAD,US,WHITE,Christian,6,Undergraduate,Eled,ENGLISH,1,1,,Never,0
1,92,26,22,39,F,NON-TRAD,US,NON-WHITE,Christian,6,Undergraduate,Eled,ENGLISH,2,2,,Once,0
1,101,28,27,51,F,TRAD,US,WHITE,Christian,6,Undergraduate,Eled,ENGLISH,1,3,1,TwoFour,1
1,86,25,18,45,M,TRAD,NON-US,NON-WHITE,Non-Christian,6,Undergraduate,Other,NON-ENGLISH,2,5,,Eight_plus,0
1,81,12,29,39,F,TRAD,US,WHITE,Christian,6,Undergraduate,Other,ENGLISH,1,4,,FiveSeven,0
1,102,19,26,35,F,NON-TRAD,US,NON-WHITE,Christian,6,Undergraduate,Eled,ENGLISH,1,1,,Never,0
1,111,24,21,40,F,NON-TRAD,US,NON-WHITE,Non-Christian,6,Undergraduate,Eled,ENGLISH,2,2,,Once,0
1,102,28,27,48,F,NON-TRAD,US,NON-WHITE,Christian,6,Undergraduate,Eled,NON-ENGLISH,2,2,,Once,0
1,90,17,25,29,F,TRAD,US,NON-WHITE,Christian,6,Undergraduate,Eled,ENGLISH,1,1,,Never,0
1,92,23,25,41,M,TRAD,US,WHITE,Non-Christian,6,Graduate,Eled,ENGLISH,1,3,,TwoFour,0
1,80,14,22,30,F,TRAD,US,WHITE,Christian,6,Undergraduate,Eled,ENGLISH,1,1,,Never,0
1,84,31,29,41,F,TRAD,US,WHITE,Non-Christian,6,Undergraduate,Other,ENGLISH,2,3,,TwoFour,0
1,84,12,24,35,F,TRAD,US,NON-WHITE,Christian,6,Undergraduate,Eled,ENGLISH,2,2,,Once,0
1,85,25,25,32,M,TRAD,US,WHITE,Non-Christian,6,Undergraduate,Secondary,ENGLISH,2,2,,Once,0
1,98,22,25,39,M,TRAD,US,NON-WHITE,Non-Christian,6,Undergraduate,Secondary,ENGLISH,1,3,,TwoFour,0
1,94,25,27,37,M,TRAD,US,WHITE,Non-Christian,6,Undergraduate,Secondary,ENGLISH,2,3,,TwoFour,0
0,91,31,22,51,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,4,,FiveSeven,0
0,91,22,30,42,M,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,1,,Never,0
0,90,26,26,40,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,89,17,16,32,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,90,13,18,34,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,71,12,13,21,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,78,16,23,35,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,75,11,17,31,M,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Secondary,ENGLISH,1,1,,Never,0
0,84,22,26,33,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,1,,Never,0
0,104,32,28,50,M,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,5,,Eight_plus,0
0,75,14,23,34,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,89,12,27,36,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,77,16,17,28,M,TRAD,US,WHITE,Christian,10,Undergraduate,SpEd,ENGLISH,1,2,,Once,0
0,79,15,22,35,F,NON-TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,96,14,25,48,F,NON-TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,4,,FiveSeven,0
0,85,26,24,44,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
0,77,13,23,31,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,83,18,28,29,M,TRAD,US,NON-WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,87,21,27,39,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
0,72,11,24,26,F,NON-TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,72,15,18,26,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,89,19,28,37,M,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
0,89,16,27,38,M,NON-TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,90,17,19,32,M,TRAD,US,NON-WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,2,5,,Eight_plus,0
0,62,7,11,20,M,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,1,,Never,0
0,70,13,24,23,F,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,1,,Never,0
0,91,17,27,43,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,1,,Never,0
0,67,26,24,36,M,TRAD,US,WHITE,Non-Christian,10,Undergraduate,Other,ENGLISH,2,3,,TwoFour,0
0,92,21,23,39,M,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,5,,Eight_plus,0
0,88,14,19,33,F,TRAD,US,WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,98,29,27,44,F,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,2,5,1,Eight_plus,1
0,87,18,25,40,M,TRAD,NON-US,WHITE,Non-Christian,10,Undergraduate,Other,ENGLISH,1,5,,Eight_plus,0
0,91,14,22,37,M,NON-TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,3,,TwoFour,0
0,100,30,26,43,M,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,2,1,,Never,0
0,80,12,20,32,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,1,,Never,0
0,86,19,26,33,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,92,10,20,21,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
0,78,14,23,29,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,96,18,22,37,F,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,4,,FiveSeven,0
0,93,14,22,34,F,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,3,,TwoFour,0
0,101,21,24,38,F,NON-TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,93,17,26,37,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,85,14,20,36,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,3,,TwoFour,0
0,88,12,19,29,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,91,19,21,35,F,TRAD,US,WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,99,21,17,45,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,SpEd,ENGLISH,2,1,,Never,0
0,81,17,24,35,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,107,16,23,45,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,70,11,19,19,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,84,17,26,35,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,76,12,23,25,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,91,15,20,45,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,91,17,27,39,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,1,,Never,0
0,92,14,24,40,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,102,24,24,47,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,5,,Eight_plus,0
0,102,27,30,46,F,TRAD,NON-US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,5,1,Eight_plus,1
0,95,25,27,41,F,TRAD,US,NON-WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,2,3,1,TwoFour,1
0,86,21,25,42,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,72,10,15,27,F,TRAD,US,WHITE,Christian,10,Undergraduate,SpEd,ENGLISH,1,3,,TwoFour,0
0,96,23,17,46,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,1,,Never,0
0,77,15,15,23,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,98,33,21,40,F,TRAD,US,NON-WHITE,Non-Christian,10,Undergraduate,Other,ENGLISH,2,2,,Once,0
0,79,20,20,33,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
0,82,11,22,30,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,64,15,21,17,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,88,23,23,39,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,89,17,22,34,F,TRAD,NON-US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,79,19,18,35,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,87,19,22,41,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,84,19,22,34,M,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,1,,Never,0
0,101,16,27,45,F,TRAD,US,WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,2,3,,TwoFour,0
0,94,23,27,37,F,TRAD,US,WHITE,Non-Christian,10,Undergraduate,SpEd,ENGLISH,1,1,,Never,0
0,73,17,20,32,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,76,18,22,22,F,TRAD,US,WHITE,Christian,10,Undergraduate,Secondary,ENGLISH,1,1,,Never,0
0,93,16,24,37,M,TRAD,US,WHITE,Christian,10,Undergraduate,Secondary,ENGLISH,1,1,,Never,0
0,87,16,24,38,F,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,3,,TwoFour,0
0,65,20,26,29,F,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,3,,TwoFour,0
0,105,30,30,48,M,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,2,3,,TwoFour,0
0,69,11,13,22,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,71,14,17,18,F,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,1,,Never,0
0,84,19,11,19,M,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,93,16,24,40,F,TRAD,US,WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,1,3,1,TwoFour,1
0,95,15,26,47,F,NON-TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,98,24,29,47,F,NON-TRAD,US,NON-WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
0,103,22,26,36,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,1,,Never,0
0,70,13,17,27,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,93,24,22,42,M,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
0,92,14,18,42,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,91,15,20,37,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,90,19,27,35,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,89,26,21,40,F,NON-TRAD,NON-US,WHITE,Non-Christian,10,Undergraduate,Other,NON-ENGLISH,2,3,,TwoFour,0
0,88,17,30,34,F,TRAD,US,WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,88,20,24,40,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,1,,Never,0
0,78,10,20,34,F,NON-TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,92,23,26,50,M,NON-TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,92,25,28,47,M,TRAD,US,WHITE,Christian,10,Undergraduate,Secondary,ENGLISH,1,2,,Once,0
0,85,21,25,35,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,1,TwoFour,1
0,92,16,18,34,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,91,26,24,36,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,98,16,23,35,F,NON-TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,1,,Never,0
0,80,17,15,27,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,97,12,21,30,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,86,16,23,27,F,NON-TRAD,US,NON-WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
0,68,11,22,30,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,70,20,15,25,M,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,2,,Once,0
0,97,16,24,41,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Other,ENGLISH,2,3,,TwoFour,0
0,86,17,27,38,M,NON-TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,73,23,24,45,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,5,,Eight_plus,0
0,94,20,28,41,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,3,,TwoFour,0
0,84,21,23,35,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,67,16,20,24,F,TRAD,US,WHITE,Christian,10,Undergraduate,Other,ENGLISH,1,2,,Once,0
0,79,17,19,33,F,TRAD,US,WHITE,Christian,10,Undergraduate,Eled,ENGLISH,1,3,,TwoFour,0
0,88,20,22,29,F,NON-TRAD,US,WHITE,Non-Christian,10,Undergraduate,Eled,ENGLISH,2,1,,Never,0
0,99,27,25,46,F,NON-TRAD,US,WHITE,Non-Christian,10,Undergraduate,SpEd,ENGLISH,2,2,,Once,0
0,101,34,24,48,F,TRAD,US,NON-WHITE,Christian,10,Undergraduate,Eled,ENGLISH,2,2,,Once,0
1,94,20,21,37,F,TRAD,NON-US,NON-WHITE,Christian,7,Undergraduate,Eled,ENGLISH,2,3,,TwoFour,0
1,75,12,21,26,F,TRAD,US,NON-WHITE,Christian,6,Undergraduate,Secondary,NON-ENGLISH,1,3,,TwoFour,0
1,71,12,19,28,F,TRAD,US,NON-WHITE,Christian,7,Undergraduate,Eled,ENGLISH,1,3,1,TwoFour,1
1,86,23,26,29,F,TRAD,NON-US,NON-WHITE,Non-Christian,7,Undergraduate,Eled,NON-ENGLISH,1,1,,Never,0
1,97,13,26,41,F,TRAD,US,NON-WHITE,Christian,7,Undergraduate,Eled,ENGLISH,1,1,,Never,0
1,96,22,28,46,F,TRAD,US,WHITE,Christian,7,Undergraduate,Eled,ENGLISH,2,3,,TwoFour,0
1,94,21,28,49,F,TRAD,US,NON-WHITE,Christian,7,Undergraduate,SpEd,ENGLISH,1,3,,TwoFour,0
1,96,18,18,38,F,TRAD,US,NON-WHITE,Christian,7,Undergraduate,Eled,ENGLISH,1,2,,Once,0